Feature,Cternatea_20692_DDA_neg_5142025_053,Cternatea_20692_DDA_neg_5142025_054,Cternatea_20692_DDA_neg_5142025_055,Cternatea_9336_DDA_neg_5142025_056,Cternatea_9336_DDA_neg_5142025_057,Cternatea_9336_DDA_neg_5142025_058,Instrument_blank_DDA_neg_5142025_060,Cternatea_QC_DDA_neg_5142025_048,Cternatea_QC_DDA_neg_5142025_049,Cternatea_QC_DDA_neg_5142025_050,Cternatea_QC_DDA_neg_5142025_051,Cternatea_QC_DDA_neg_5142025_052,Cternatea_QC_DDA_neg_5142025_059,Extraction_blank_DDA_neg_5142025_047,Instrument_blank_DDA_neg_5142025_046
484.12010@5.339,7229,7633,7280,7216,7284,6500,0,8008,7084,6620,6731,7089,6962,21309,0
485.06090@3.727,12683,13124,13180,10409,9181,9745,0,12214,12467,12031,11211,11719,11671,0,0
485.12940@9.075,12236,10870,10097,11221,11307,10423,11130,21878,17607,15410,12886,13129,8064,48732,39017
485.17670@3.729,10986,11369,11207,5464,4714,4611,0,9219,8730,8279,8745,9548,8168,0,0
485.23860@5.326,6068,6339,6594,3311,3903,3286,0,5423,4903,4937,5501,5116,4958,0,0
485.25360@7.633,3323,3353,3056,2364,2641,2578,0,3675,3466,3701,3901,3213,3310,4503,0
485.25410@7.787,345078,347367,351299,264143,244840,248689,0,382108,372146,349507,371300,355450,308093,337068,0
485.27440@7.693,115265,116844,116720,145258,139298,141144,0,162141,155081,150075,147673,145873,142990,0,0
485.27440@7.886,126213,129081,128056,154833,149312,153536,0,219263,206876,200811,167559,165737,156105,0,0
485.27770@8.267,45828,45390,45442,43975,43736,41185,33037,71642,73697,64335,59342,60821,58966,57593,33896
485.40620@7.781,5836,4045,3985,4168,3927,7021,0,4619,3813,3162,5662,3886,5129,3441,0
485.40630@7.888,1724,1010,1358,2037,2591,2119,0,2067,2185,1769,2565,2709,2115,1111,0
486.19860@6.904,0,0,0,429675,405930,400319,0,2809,2360,2504,2505,2504,2252,12157,0
487.07350@2.845,3913,3918,4427,3490,3882,3515,0,3870,3349,4909,3900,4322,2943,0,0
487.10820@2.570,6209,6139,6565,4660,4755,4843,0,7058,6792,6877,6680,6978,7166,0,0
487.12940@9.079,16541,14396,14540,15321,15416,6056,15568,17924,7772,18962,17450,17042,15118,24141,22079
487.13000@0.953,10289,11006,9509,11971,12359,12134,0,13062,12484,12633,11751,12163,10962,0,0
487.14480@4.449,12326,11274,11101,8676,9382,9441,0,11131,10681,11788,10487,11148,10675,0,0
487.14510@3.750,17673,14770,14218,10796,10841,10037,0,14548,13317,14065,17316,13195,13670,0,0
487.17720@0.587,54936,55167,56214,46718,47025,43953,0,53957,50789,50060,50658,51949,50456,0,0
487.18050@5.159,19320,19377,19345,10436,9949,10482,0,19049,18456,18680,17166,17797,17425,0,0
487.18090@4.063,6817,7260,7169,2502,2262,2323,0,6086,4816,4330,4608,4874,5038,0,0
487.18140@3.976,11469,11950,11186,4691,5282,4784,0,9249,8524,8744,9372,8547,8364,0,0
487.25380@6.420,7439,7159,7317,3683,4119,3684,0,5972,5688,6872,5472,6529,5914,0,0
487.28990@8.045,92026,92504,91644,127026,127555,125948,0,134957,129298,129611,124867,125299,123121,0,0
487.29000@8.160,54395,54034,52288,77533,74088,75368,508,83486,78959,75066,75802,70236,69558,0,0
487.29020@7.959,42932,44791,44228,62516,59205,61244,0,61984,62894,58464,59698,57702,56442,0,0
487.37880@11.702,4652,4656,4882,5360,4894,4950,0,5075,4373,4132,4012,3952,4398,922,0
489.08050@6.917,0,0,0,2112,1803,1863,0,12200,12423,12170,12351,12371,11594,2437,272
489.10300@5.045,23024,22750,23777,11624,12577,11868,0,19228,19341,18707,19079,18764,18820,0,0
489.27650@10.188,9283,8841,8740,5512,5328,5540,0,9303,8754,8016,8064,7535,7098,26919,626
490.19220@4.748,11064,11223,11323,25683,24203,22568,0,18625,17822,17897,18618,17475,15705,0,0
490.89980@0.453,9195,9598,9666,7847,7967,7159,0,10548,9713,10047,9420,9960,9365,0,0
491.08180@4.859,51808,53113,52134,46760,44855,45833,0,54672,54400,53511,53252,51677,50852,0,0
491.16110@0.638,154211,158703,160827,71061,71593,70379,0,112802,106799,107194,106698,108087,107997,0,0
491.17590@4.320,47254,46920,46908,26243,27177,26353,0,42050,42017,40452,41078,40972,41288,0,0
491.17670@3.930,28718,30102,32605,13038,12706,12738,0,23524,23139,23052,23864,22509,21363,0,0
491.19120@4.909,17020,16907,17352,12232,13827,13363,0,17696,16289,16395,16353,16207,15781,0,0
491.28510@5.801,90141,91157,92150,31225,31837,31601,0,68812,65096,67824,66442,64691,62680,0,0
491.28520@5.872,41057,40385,38999,9773,9294,9876,0,29340,28496,26371,25636,28207,26351,0,0
492.11360@2.944,132687,128469,126107,89502,86854,83672,0,152160,143294,140015,135544,132838,117299,0,0
492.13480@3.644,10776,9855,10495,8852,8644,7748,0,11524,9795,10605,9288,9839,8564,0,0
492.17180@4.921,19815,19628,18689,7182,6568,7284,0,13962,13967,14144,15155,15143,14428,0,0
492.48750@7.594,1180,1316,1873,1365,1116,2113,0,1396,1748,1704,1482,1194,2103,1861,0
492.89770@0.457,2203,2381,2755,2426,2390,2174,0,3518,2640,2847,2399,2849,3232,13152,0
492.98890@8.843,9101,8435,8377,9051,8908,11121,7521,11014,9599,13395,8853,9434,8117,10543,10714
493.09780@3.049,52152,53538,55376,72941,73478,69990,0,64123,57067,80492,60356,57056,78611,0,0
493.14600@3.293,33396,33046,32992,35047,35469,35990,0,40868,40628,40557,38198,39360,39615,0,0
493.15520@3.211,51983,52096,51169,36702,36213,34687,0,52980,50304,50540,49185,49677,46891,0,0
493.15530@3.077,134887,138461,135388,66569,66590,64156,0,109473,106258,107646,108099,106574,105275,0,0
493.20310@3.492,8859,8484,8904,5477,4525,4949,0,8592,8784,8628,8956,8925,8090,0,0
493.98220@3.111,1767,1626,1666,3577,3478,3992,0,1432,1238,1972,1967,1925,2582,0,0
493.98350@2.764,2285,2072,2175,2969,2657,2703,0,1460,1629,1945,2091,2294,2279,0,0
494.23840@8.162,39787,39007,38306,25753,25877,24667,0,52314,51458,49160,44814,40782,32649,0,0
494.23860@8.247,22869,21010,21513,14960,13390,13635,0,31562,33145,31191,25949,24340,20681,0,0
494.96880@7.932,7659,7525,6734,6799,6506,6604,5851,9665,9056,8480,8528,7695,6043,9000,8804
495.11140@0.593,20246,20724,20002,17371,16802,15479,0,18338,7899,18915,18891,18428,18576,0,0
495.11390@3.439,14431,13266,11696,6086,7161,5798,0,12434,12175,12750,12535,12388,7766,0,0
496.10840@5.110,16314,16456,16741,26013,25059,24703,0,23717,23185,22305,21743,22745,21456,0,0
496.13040@2.868,19391,19540,19868,12714,13275,12935,0,18006,16197,14973,16316,17002,15945,0,0
496.25440@7.879,23960,24153,22911,12725,10921,11021,0,24803,25791,26626,25176,22432,17954,0,0
498.12380@3.999,4789,5278,5032,5686,5543,5355,0,5927,6224,5645,5765,5359,5076,0,0
498.12450@4.951,233082,236227,238241,165776,160202,153316,0,223754,221821,225933,217973,214754,201792,0,0
498.19130@8.881,17924,17846,18652,16652,18813,17886,0,7419,11041,13580,15309,17170,20058,0,0
498.26080@4.951,3135,2820,4008,2974,2834,4006,0,3247,2566,2169,2657,3481,4407,0,0
498.90760@0.510,6100,6499,6393,5830,5664,5759,0,6178,6106,6005,6519,5915,6175,2369,0
498.99690@0.517,6936,7974,7762,6208,6119,6279,0,7274,7091,7482,7300,6677,6960,0,0
499.08750@6.502,2612,2406,2423,1652,1712,1740,0,2353,2364,1753,2282,2286,2161,2453,0
499.18140@4.994,9778,9319,9185,21617,20685,21365,0,16223,16341,16409,16474,17462,16938,0,0
499.23330@7.564,2827,2495,2522,1782,1895,2001,0,3171,3004,3155,2951,2996,2425,3653,0
499.36450@10.010,3791,3770,3632,3477,3299,4437,1307,4847,4378,4706,4748,5117,4679,7426,3227
501.09980@3.439,7508,6992,6796,2967,3583,2799,0,6288,6190,6434,6413,6208,4587,0,0
501.19460@2.480,7757,9897,9573,8385,8763,9121,0,9756,8658,10198,11329,9453,10769,0,0
501.22240@8.272,41693,43730,37766,39322,45290,45604,0,46289,48104,44656,49388,44928,41340,0,0
501.24850@7.084,4240,4025,4297,3710,3158,2912,0,5201,4525,4656,4525,4875,4328,4705,0
501.24890@6.826,2620,2587,2896,2557,2444,1921,0,2805,2699,3018,2789,2816,2975,2540,0
501.24900@6.941,3157,3398,2978,2471,2539,2480,0,3335,4013,3700,3147,3026,2919,3668,0
502.09600@8.319,6916,4996,7147,7441,7594,7942,8589,2282,3876,2884,5602,6168,8234,2410,6213
502.76150@13.698,6890,6759,6637,7362,6311,6115,5912,4039,5415,5651,5595,6189,6644,5027,6281
503.17570@4.060,43350,44322,43864,19903,19708,19540,0,32182,32383,32335,32882,33043,32140,0,0
503.22660@4.971,0,0,0,3600,3112,3580,0,1797,2071,1902,1972,1962,1637,3221,0
504.07580@2.583,5561,4824,5399,5093,5237,5069,0,5575,6050,6106,6198,5730,5753,0,0
504.12470@2.826,10014,9845,9260,5181,5776,6038,0,9444,8891,8535,9681,8628,6178,0,0
504.12570@3.011,3609,4281,5014,2519,2611,2186,0,4610,3598,3459,4074,3667,3413,0,0
504.20890@5.849,0,0,0,119538,117220,116248,0,2582,2364,2451,2553,2499,1926,8671,0
504.21920@2.605,15920,16630,16266,10519,11133,10094,0,15260,15431,14910,15066,14384,14452,0,0
504.27910@7.959,11486,11226,10961,14497,13114,13296,0,19214,18006,18446,17054,15793,14192,0,0
504.27990@8.046,33260,32384,31368,43142,40079,40769,0,67694,65559,59761,54695,50317,40005,0,0
504.28020@8.161,43467,42636,40732,57624,53754,53113,0,89234,82110,74076,68503,62373,51305,0,0
505.09780@4.759,745348,747399,736134,174163,173980,168632,0,539617,526787,516866,518419,517737,504294,0,0
505.09810@4.883,116834,121062,123896,27970,25191,22400,0,82413,83240,81166,80360,79543,77446,0,0
505.19160@4.525,36660,36286,37846,23104,23818,23226,0,33520,33122,32583,33020,32394,32342,0,0
505.26450@5.130,18062,19047,17936,13879,13852,14399,0,18594,18747,18350,18254,19052,18273,0,0
505.27920@7.671,81624,83576,79809,101272,95819,99901,0,115029,112097,108733,103494,104361,101332,0,0
505.30060@7.887,23484,22116,22588,24329,24177,24229,0,28657,26642,25320,25754,26818,24835,0,168
505.33090@11.036,25993,32685,31959,26236,25994,27265,35150,27576,29605,23620,29872,34600,28002,43501,49124
505.33140@10.684,1915,1742,1890,2211,2380,2210,6313,3250,2935,3144,2854,3001,2294,7438,7265
505.33160@11.386,11353,12723,17158,16437,14573,12763,2671,13020,14710,12323,11943,13111,14224,13912,4960
506.15320@0.588,14403,15400,14966,15812,15042,14092,0,15366,14501,14374,16085,14816,15562,0,0
507.11280@4.527,8980,9236,9031,4409,4869,4543,0,7894,7320,7422,7293,7378,7318,0,0
507.13490@1.237,13387,14503,14214,10020,9552,9800,0,15078,15273,14550,14061,14965,14502,0,0
507.15600@0.596,49810,49828,51153,44233,42345,41954,0,49214,47577,47745,46185,47859,45499,0,0
507.18680@4.051,16255,17022,16834,17716,17302,17007,0,18475,18197,17177,18074,17994,17836,0,0
507.27190@7.911,37672,43337,41006,40844,42958,41845,0,51534,48585,48012,46749,43716,43326,0,117
507.29480@7.361,42180,41815,41390,50911,50117,47863,0,57473,54788,53988,53572,50522,49689,0,0
509.11370@8.365,2874,3952,4300,3835,3949,1367,6348,2338,2037,1348,4366,3972,1373,9608,1890
509.12810@3.929,13720,13997,12330,9527,9357,9150,0,13134,12287,11806,12325,12343,11440,0,0
509.12950@4.088,57476,57725,56509,26213,25809,26041,0,39035,37141,37743,38197,38603,35798,0,0
509.20200@4.027,10217,12861,11471,9619,9980,9297,0,11251,10928,12615,12308,10946,11585,0,0
509.34410@7.586,3474,2927,3356,3216,3228,3429,0,5852,4996,5025,4552,4406,4253,6285,0
510.35600@8.110,6482,6349,6227,5605,6538,6528,0,6682,6558,6378,6776,6623,7680,4852,0
511.10820@2.656,11071,12136,10101,6626,5582,5842,0,9925,9912,9307,10172,9231,8583,0,0
511.21750@5.293,69217,70628,70221,68585,65941,69668,0,74894,76456,77387,72710,75218,72336,0,0
512.22750@6.899,5636,5249,6270,4071,3883,4064,0,6225,6945,6618,6023,6592,6292,8085,0
512.27010@5.596,13470,14597,13390,15203,17615,18555,0,16601,15157,15936,6678,7723,15003,0,0
513.23370@5.172,8797,8379,8030,17683,16458,15646,0,15119,15204,14146,14046,13947,13955,0,0
513.30550@7.537,31873,31528,30728,30532,31440,29716,0,34706,37105,34602,34306,33689,33945,0,0
513.30570@7.464,19239,19212,19450,14891,15214,15650,0,20143,19015,17955,19054,18266,17786,0,0
513.30880@8.918,16632,17095,16345,14506,15825,15175,9562,26250,24907,22565,21692,23388,21323,19972,13349
514.13290@0.758,21446,24192,19912,7562,9524,10325,0,17166,15155,13624,14046,12879,14014,0,0
514.24380@6.718,400800,390042,400417,340112,340373,333878,0,421872,412336,407729,401781,403498,395636,576249,0
514.32310@4.833,2725,2861,2572,2025,1937,1757,3447,2263,1967,2102,1722,2226,1570,3719,3527
515.01020@3.115,2121,2301,2610,4337,4233,4350,0,2776,2801,3011,2956,2749,3596,0,0
515.07970@4.857,9016,9034,9255,18666,17715,17933,0,15834,15397,15591,13900,14148,14174,0,0
515.16130@0.793,28103,27716,28320,34141,32026,31910,0,32195,29958,31542,30692,30662,30170,0,0
515.32150@7.800,9062,9446,9518,9944,10192,10003,0,10760,10106,10432,10482,11081,10264,0,0
516.89650@0.452,36543,37150,37773,29038,29239,28556,0,41872,39048,39276,38420,38868,36661,1444,0
517.10040@2.844,9117,8621,8936,7178,7221,6122,0,10368,9246,8778,8804,8866,6842,89,0
517.15540@3.907,29528,27612,31310,13211,12625,11901,0,22956,22866,21661,22005,22562,21866,0,0
517.16290@0.626,230174,233793,237625,154639,152733,148663,0,207762,195018,196503,192425,197122,193666,0,0
517.17130@9.629,3411,3887,4710,4484,3605,4109,844,4245,4346,4283,5015,3722,3518,5607,1842
518.12630@9.113,1990,1948,2331,3063,2676,2255,0,1134,1624,2359,2543,2883,2997,0,0
518.23510@11.399,31953,13243,35195,30892,26677,35049,0,6147,14267,17075,20435,24469,23374,7919,0
519.08810@2.843,4758,6326,5151,3814,4393,4344,0,5571,5886,6082,5591,5466,5150,0,0
519.11290@5.359,4466,4792,4571,7521,7464,7103,0,7635,7003,6624,6504,6873,6811,0,0
519.11350@4.890,4980,4929,4721,5499,5500,5219,0,6275,6112,6064,6417,5718,5718,0,0
519.18540@4.787,33791,34037,33687,29225,29899,29682,0,33919,32098,34187,33749,33922,34134,0,0
519.18600@4.028,21446,21465,20978,13501,13236,13764,0,17876,18440,18270,18019,17480,17931,0,0
519.18610@4.685,545329,544138,543594,463282,458380,466523,0,521165,519128,519695,528534,525488,516659,0,0
519.33130@4.684,2249,3304,4590,3158,3358,3685,0,2434,2479,2618,2721,3605,4067,0,0
520.26640@7.339,23407,21902,23255,22965,23122,23155,0,27926,26858,25542,26304,24755,24206,0,324
520.26710@7.438,12054,24363,24677,25299,23697,24062,0,11100,10995,14464,29116,27336,27371,0,324
521.11000@9.074,4278,3635,4399,4258,3653,3142,950,8031,8110,6707,6587,5151,4439,5551,6561
521.20210@4.373,43310,43765,43333,36237,37584,36921,0,41035,40065,40027,40849,40152,40994,0,0
522.32150@11.035,9992,9618,9600,8231,10186,8732,12946,12204,9105,9611,9921,10310,9161,36959,32200
523.23810@4.870,4189,2679,4556,5161,3504,2957,0,4021,4526,3375,3582,3279,3656,0,0
524.12510@3.998,7433,7126,7656,6342,6262,6060,0,7124,7634,7231,7364,7180,6877,0,0
524.13990@2.562,10984,9830,10345,12944,12670,10872,0,21600,20917,18162,17283,18979,11385,0,0
525.19660@5.390,18708,17158,18831,14006,13492,14373,0,18530,17835,17630,17034,18680,17241,0,0
525.19670@3.441,14370,14833,14482,12012,12544,12220,0,16175,15005,14366,15322,14484,14961,0,0
525.19690@5.231,58130,55668,60181,30700,30858,30955,0,49300,47731,49041,48598,47826,47808,0,0
526.30450@8.108,4270,4897,4837,4193,3133,3640,0,3510,3311,3775,3181,2847,3138,5317,0
526.33420@7.578,1290,1305,1447,891,804,1029,0,2696,2299,2101,1850,2256,1592,2611,0
527.17640@4.676,43987,45162,46405,25591,25467,26172,0,41731,38381,40269,39653,39379,37704,0,0
527.17840@4.903,22682,23990,23678,25885,26258,25962,0,29774,29141,28918,27598,29073,29567,0,0
527.21230@5.187,37942,38455,37576,58568,57671,56330,0,56712,54506,54227,55277,54886,54907,0,0
527.28490@7.500,53425,53950,54198,56798,57794,57653,0,66051,67024,63038,62981,62060,60798,0,0
527.28520@7.609,16307,16340,15729,19423,19703,20195,0,23324,21701,21917,20749,19855,19950,0,0
528.09800@3.506,12161,10961,12765,8049,7211,6904,0,10596,9156,9748,9999,10335,8118,0,0
528.22320@6.867,5043,5189,5250,4126,4156,4186,0,5094,5150,5252,4818,4569,4672,6860,0
528.25930@7.105,39147,39095,38508,30342,30065,29489,0,39459,39013,39362,38394,38249,36872,56328,0
528.25930@7.247,18154,18357,18478,16453,17265,17007,0,18214,17955,18050,16956,17384,18091,100092,169
529.08330@0.715,4106,6949,6471,8304,7567,8043,0,6086,7598,3767,6254,6766,7265,0,0
529.09260@4.491,3837,3838,3359,3253,3831,3503,0,4363,4244,4281,4257,3476,3859,0,0
529.09770@3.894,4240,4046,4691,3509,3490,3741,0,7776,6777,6803,6799,6830,7451,0,0
529.30040@7.857,41751,42743,40147,50598,49773,49689,0,56388,55235,51714,53007,51011,50307,0,0
529.30060@7.753,97470,98577,97138,107990,108099,109173,0,130366,125530,121047,121520,117894,112865,0,0
529.30390@8.279,23999,23895,24248,23835,21877,24052,17518,37961,36669,35596,33017,32657,31701,30814,20496
531.00470@2.791,10122,10835,9839,10302,9975,9751,0,10046,10102,10272,9510,11366,9720,0,0
531.11950@0.696,36715,37711,36021,36383,33815,34718,0,40172,39047,37980,37666,40224,37118,0,0
531.27730@7.240,3904,4695,4202,3718,3845,3685,0,3769,3785,3746,3649,3820,4461,19832,0
531.99380@3.087,5394,5975,6387,6271,5596,6436,0,4081,3429,4360,4454,4813,6567,0,0
533.09320@5.045,12353,11958,13026,6547,6756,6418,0,11385,10706,10014,10045,9553,9654,0,0
533.12870@3.454,15258,14500,13725,13671,13932,12598,0,21630,20621,20277,18856,20114,15565,0,0
533.13440@0.977,76497,78211,75438,72761,73462,71025,0,93168,84669,87166,86723,82791,79630,0,0
533.16520@4.675,41336,40790,41508,20411,20542,20652,0,33233,32778,33945,32456,32458,32064,0,0
533.17210@0.624,1669033,1700938,1702133,2385642,2375695,2338717,0,2182242,2094007,2122699,2119014,2141198,2133568,0,0
534.39950@8.562,4669,5060,5283,4438,4355,4780,0,5045,4832,4863,4406,4720,4809,2867,0
535.17740@0.625,100249,103269,103116,143112,144966,139823,0,128464,125328,125992,127963,124265,129603,0,0
535.27520@5.799,49681,49643,49558,17944,18321,18265,0,37429,37694,36343,37907,36993,35017,0,0
535.27560@5.869,22456,20639,22297,4432,4145,4307,0,14949,14529,14924,13489,13562,13547,0,0
536.11130@2.340,86329,88021,86381,104431,103904,105757,0,119288,113715,113180,112815,113327,111038,0,0
536.26140@6.269,22634,22572,22437,18613,17998,19115,0,25175,24473,24514,22340,22707,23166,0,0
537.16630@0.596,78183,77786,78440,71865,71376,69678,0,81913,77821,79981,78701,78924,77732,0,0
537.17150@3.026,36436,36744,36024,41911,41578,40709,0,44898,43140,43871,43842,43110,43371,0,0
537.19650@3.930,30938,30534,30047,25470,25820,26186,0,31820,30239,30012,29889,30141,29671,0,0
537.19680@3.611,67065,69549,67637,53223,51242,51219,0,66954,65560,64546,64901,65271,64045,0,0
537.32690@7.951,176998,178906,177813,197981,194758,198597,0,218522,210028,205127,202888,204839,202331,0,0
537.32730@7.859,18806,17858,18471,20232,19911,19973,0,22441,21665,20607,21788,21147,20004,0,0
537.37440@8.109,8801,8704,8421,7900,7092,7957,0,10312,10835,9860,9664,9702,8596,8028,0
539.10200@8.736,967,1997,3014,2730,181,1751,3931,3495,3474,2061,2490,3312,2286,8430,2200
539.13780@0.617,59666,59314,64020,23996,24070,22016,0,39169,38884,39545,38871,40338,38710,1202,0
540.04220@1.343,6157,6561,6169,7615,8095,8150,0,5711,5869,6216,6378,6725,7405,0,0
540.05250@1.734,2703,4963,8029,11582,3306,7672,0,20391,10606,20648,10721,8826,19788,0,0
540.09880@4.972,5677,5777,5706,2473,2552,2406,0,4539,4411,4529,4508,4354,4412,3668,0
540.09900@4.891,3260,3364,3299,2975,3020,2748,0,4978,3772,3979,3723,3148,2813,3668,0
540.32950@8.013,55918,49936,56078,48901,50382,50586,129,61922,60130,57897,58211,58335,56136,53464,162
541.11320@5.692,64323,62601,60724,66235,62928,67167,0,62107,68152,68807,67772,69852,69598,156839,0
541.11870@3.434,12280,11539,9965,2907,3861,2815,0,11590,10956,11047,9703,10073,4679,0,0
541.13580@0.621,27226,24604,25266,9547,13756,10665,0,17325,15987,17029,17133,17217,15431,318,0
541.17170@2.519,20517,18765,18526,25121,26702,24588,0,24496,21646,21718,21901,23656,19018,0,0
541.22810@5.317,12820,13024,13130,22285,21190,21806,0,20430,21136,20042,20159,20008,19471,0,0
541.89920@0.453,3722,4112,3513,2837,2893,2559,0,3467,3179,2937,3229,3158,3336,0,0
542.18340@0.596,31568,31848,32472,36812,36517,35413,0,36852,35467,35475,35498,34731,34708,0,0
542.27560@7.490,1933,1649,1949,1449,1589,1525,0,1931,1852,1620,1707,1845,1663,2971,0
543.12120@0.768,6623,6899,6061,8450,7649,7254,0,8078,7541,6614,6272,7484,7183,0,0
543.17110@4.994,7035,6958,7156,16272,15327,16442,0,13031,13162,13437,12838,13263,13419,0,0
545.06480@4.850,1438,1519,1448,3201,2974,2964,0,2485,2400,2389,2245,2474,2378,0,0
545.14110@2.668,1173,1569,1841,14176,14171,14885,0,6707,7038,7401,7522,7977,9376,0,0
545.14140@3.407,8275,7580,8163,8850,8666,10486,0,9496,9763,9933,10234,8816,10181,0,0
545.18610@4.994,4972,4969,4652,10289,10112,10621,0,8893,8932,8994,8466,8462,8088,0,0
545.25910@3.917,46929,47560,46469,76742,75316,74467,0,70868,66838,70360,68601,69293,67686,0,0
545.99090@0.670,3775,3570,4019,5006,4837,4014,0,5105,4681,4319,4665,4328,4969,0,0
546.01010@4.856,2117,2166,2147,4192,4382,4381,0,1636,2213,2389,2466,2747,3608,0,0
547.15630@4.420,21220,21158,21886,42551,44121,42300,0,38114,37091,37299,36949,37107,36659,0,0
547.23770@3.729,4469,4376,3912,1832,1646,1751,0,3027,3002,2830,2750,2778,3120,0,0
548.24860@7.785,45087,45993,42415,37251,33913,34827,0,47014,47845,47465,45338,43408,39931,51694,0
