Feature,Cternatea_20692_DDA_pos_5142025_038,Cternatea_20692_DDA_pos_5142025_039,Cternatea_20692_DDA_pos_5142025_040,Cternatea_9336_DDA_pos_5142025_041,Cternatea_9336_DDA_pos_5142025_042,Cternatea_9336_DDA_pos_5142025_043,Cternatea_QC_DDA_pos_5142025_035,Cternatea_QC_DDA_pos_5142025_036,Cternatea_QC_DDA_pos_5142025_037,Extraction_blank_DDA_pos_5142025_032,Instrument_blank_DDA_pos_5142025_031,Instrument_blank_DDA_pos_5142025_045
508.15030@9.389,6597,6407,6092,6948,6867,7139,6845,6707,6769,0,0,0
508.16780@8.615,5551,9569,4781,3257,4759,7587,4261,3468,7289,10921,10998,4540
508.20080@1.190,38233,39350,40381,47320,47882,47356,44823,42530,43121,0,0,0
508.26400@7.250,20858,18451,19528,21067,20607,19629,20739,20548,21109,0,0,0
508.93920@0.515,3144,3956,3500,2340,2279,2577,3369,3386,3708,0,0,0
510.34460@8.647,81357,83742,80672,68070,65449,67934,76960,76402,76817,9549,0,0
510.36180@7.928,6892,7309,7081,11504,10946,11411,9011,8277,9197,0,0,0
511.02610@0.530,2901,2998,2449,1526,1526,1861,2787,2589,2885,0,0,0
511.10600@0.653,40795,43333,42860,33451,37043,36866,41329,38469,41558,0,0,0
511.10760@10.407,1317,1400,1379,1313,1195,1407,1919,1366,1432,5759,9187,2914
511.22270@7.172,64554,76039,66353,147072,156581,118195,117921,96032,94708,0,0,0
512.12460@4.668,4588,4995,4864,3988,3809,3809,4469,4749,4558,0,0,0
513.12090@0.710,46552,48227,48813,46326,49558,49346,49503,48138,50560,0,0,0
513.30460@7.735,6875,7165,7401,10675,11650,10885,8713,7974,8475,0,0,0
513.37420@12.031,13056,10374,12030,11378,10889,11258,12546,11592,11627,10928,3153,11616
513.39740@11.604,1914,1886,1769,1511,1033,1104,1509,1643,1822,3419,0,0
515.11340@3.755,4507,4569,4327,3587,3986,3396,4847,4448,4501,0,0,0
515.13520@3.083,48664,48080,57039,27141,25722,30126,44456,46589,49591,0,0,0
515.13580@3.209,14045,12976,13080,11246,11497,10930,14346,13507,13367,0,0,0
515.17400@4.320,3694,3419,3710,1200,1266,1409,2913,2960,3052,0,0,0
515.31750@7.931,22735,21648,21852,29966,31573,30867,26833,26260,27154,0,0,0
515.37150@8.956,12592,11531,12371,37753,38905,39539,23707,22173,21798,0,0,0
515.37170@9.039,9949,10628,10769,30663,31923,30043,19269,19364,19229,0,0,0
515.39480@9.127,8471,8532,8664,15487,16144,16096,10769,10787,11416,0,0,0
516.25840@6.703,119590,122180,123052,99164,100428,99761,121746,116451,117884,243939,0,0
517.00370@0.650,33924,33715,35506,43971,48575,47012,39768,37756,39315,0,0,0
517.00670@0.586,25907,28342,30571,27907,29963,29245,29960,28464,32565,0,0,0
517.10700@0.989,10702,11496,10910,14075,13856,13658,12935,12670,13302,0,0,0
517.31480@10.660,221545,219772,213437,124832,125492,125783,186511,180971,183120,0,0,0
518.17870@3.275,18245,17327,17963,26906,27905,27059,23092,22704,21494,0,0,0
518.21360@8.993,1679,1792,3033,3276,3502,3059,2037,2988,903,8215,18302,956
518.32270@7.445,58125,55079,57850,96640,100151,102093,77684,76632,71963,0,0,0
518.49330@10.161,3513,3664,3411,5370,5634,6282,4377,4181,4287,0,0,0
519.00620@0.585,5628,5677,6279,5729,5957,6352,6014,6440,6648,0,0,0
519.13730@10.092,23376,24233,33030,5556,7043,9127,18218,23398,24937,1472,9038,11855
519.13740@11.796,57455,59439,61015,42490,44037,45750,57180,60923,64891,29639,16579,32181
519.20180@4.882,30812,28167,27569,22885,20893,19869,27269,27059,26096,0,0,0
520.33210@4.203,41195,41865,41506,20380,18928,18819,33303,32266,32677,65442,30752,24191
520.33820@7.758,138058,144830,147231,262991,256248,259533,200148,189829,193063,1014,98,308
521.17610@10.192,1190,1623,1278,1300,1404,941,1103,1474,1136,9643,290,0
521.20020@3.962,28340,27332,27670,18699,18447,19748,25681,25610,23904,0,0,0
521.20090@4.022,48021,47738,46096,35028,33151,32378,44153,43199,43255,0,0,0
521.27170@4.553,13294,13666,12759,6874,6674,6624,11193,11677,10708,92691,0,0
521.32660@8.320,17244,18790,17333,17281,16359,15811,19114,17850,16640,20074,6952,6830
521.97940@0.528,2627,2584,3034,2831,3403,3137,3163,3214,3024,0,0,0
522.18400@8.984,9131,8954,9401,3581,6598,3539,8783,9799,9700,12486,7357,9080
522.20470@3.960,8646,8070,8999,5644,5503,5623,8563,7698,7841,0,0,0
522.24750@4.713,8158,8053,7626,9291,9074,8602,8837,9000,8536,0,0,0
522.28070@7.305,40579,43024,42650,47561,48040,44803,46226,45092,45809,0,0,0
523.19100@4.035,8889,10212,10078,19748,20087,19707,15879,13875,14562,0,0,0
523.19120@4.214,19459,19396,19918,13633,14194,13765,16522,17717,16951,0,0,0
523.19160@4.104,12413,13500,12430,12836,11642,12054,12968,13212,11712,0,0,0
523.24480@9.041,50429,53178,53720,50027,51118,50115,48696,47669,47688,113508,27191,23614
523.26880@9.329,66544,68138,69473,60817,59930,59703,66627,63327,66331,81739,0,0
523.36120@8.285,12307,11740,6816,39606,40820,39183,12924,22460,12766,0,0,0
523.36130@7.639,2596,2851,2729,8417,9348,8574,5005,4894,5036,0,0,0
524.14900@0.616,6475,7716,3971,1646,1934,2604,3608,3416,3854,0,0,0
524.19600@0.977,59431,61690,64229,43968,48943,47101,56209,53083,57002,0,0,0
524.22300@2.556,10492,10370,10319,12401,13096,12979,13159,11342,12564,0,0,0
524.32080@7.380,15660,16711,17182,16051,15365,18239,14953,16092,16189,22040,26088,16882
525.15560@4.054,10253,9763,10034,5595,5274,5051,7749,8139,8040,0,0,0
525.16630@0.678,52975,54434,56678,48012,51023,49351,55876,53684,54958,0,0,0
525.23910@8.195,10016,9669,10136,6811,6170,7055,9300,9349,8726,9826,6136,4991
526.30450@7.519,5262,5467,5595,9322,8976,9619,7225,6841,6997,0,0,0
526.30500@7.446,6361,6177,5824,6448,6272,6934,6488,6039,6855,0,0,0
527.15740@0.620,29533,31997,31739,11000,14039,11227,28521,28108,18517,0,0,0
528.09730@10.407,1262,1958,1672,1522,1591,833,2546,2489,1359,8016,8079,5150
528.12430@2.531,2243,2048,2519,1958,2328,2127,2098,2069,2377,572,0,0
528.31640@8.238,12926,13115,12462,15484,15162,14967,14805,13738,13702,0,0,0
528.33000@9.042,5816,6222,6178,5786,6123,6031,5571,5526,5419,7668,1636,835
529.09580@0.721,13661,14981,14068,13851,15022,14389,16576,15063,15440,0,0,0
529.19070@4.663,21325,20334,18498,12393,11555,12453,17487,18742,16503,0,0,0
529.27510@7.562,11408,10439,11988,16212,16904,18317,14012,14469,14808,154,146,1288
529.27540@7.671,41081,39994,39777,71332,73451,70285,53843,54041,52100,154,0,0
529.29340@7.484,3002,3940,3059,5644,4790,5419,3825,3861,3376,0,0,0
529.33280@9.045,20360,19758,19933,24491,17971,20247,19501,18924,20995,13176,8396,9764
529.38530@8.429,24826,23943,23599,55604,56144,37273,33111,30533,40369,13313,0,6708
529.38770@9.260,85418,83609,83235,171179,174503,168850,129093,130902,107629,0,0,0
529.38780@10.624,18742,19283,18560,17279,19982,19397,20779,20324,19155,0,0,0
530.04210@8.378,4246,3695,4365,2625,1206,2596,5327,5141,5328,25752,25463,12921
530.25810@5.283,10732,10943,10564,10500,9615,10158,11477,11136,11167,0,0,0
530.27380@7.088,13977,13004,13537,10107,9213,10249,12183,12515,11883,30063,0,0
530.27390@7.232,10592,11063,10162,7663,7991,8233,10213,9904,10269,47112,0,0
530.34460@9.041,24895,23254,25506,24717,23898,24146,25009,22645,23200,31767,9213,10878
530.92730@0.517,2918,2651,2825,2607,2297,3157,3400,3113,3287,0,0,0
531.10890@3.207,8570,8690,7987,6780,7350,6363,8639,8262,7569,0,0,0
531.10910@3.081,31842,33215,35814,19663,19110,20730,28376,29439,31163,0,0,0
531.11220@5.448,2053,2248,2100,4075,4143,4007,2931,3079,3071,0,0,0
531.29120@7.341,8701,8854,8570,13625,14892,14106,11457,11325,10886,0,0,0
531.35060@9.041,6919,6841,7230,7262,7362,7428,6705,6393,6569,8144,2167,2610
531.98870@11.604,4859,4593,4240,3460,2737,3403,3873,4348,4937,10468,0,0
532.10860@11.606,5040,3820,4076,3586,2527,3833,4003,4198,3519,9952,0,0
532.13710@11.607,4009,3344,3360,2573,1794,2276,2580,2624,4321,7662,0,0
532.16330@11.605,4493,5277,5788,3310,2139,3138,4030,5043,1686,11298,0,0
532.18610@4.670,6260,6770,6395,5831,5676,5722,6586,5538,6308,0,0,0
532.25990@3.629,4259,4126,4324,5173,4465,4946,4248,4682,4479,0,0,0
532.30000@11.605,4556,5271,4641,3333,2715,3591,4160,4368,3872,10902,0,184
532.34650@7.447,59117,60768,62038,58502,58120,59158,60440,63662,60872,0,0,0
532.34660@7.520,81481,79100,79698,103184,103110,105544,96918,88437,92390,0,0,0
533.15450@0.678,84960,85767,84465,68258,73052,70833,82365,81048,86652,0,0,0
533.19960@4.745,9305,8607,8743,5159,5641,5486,7657,7327,7180,0,0,0
533.21950@11.596,1704,3087,1856,1597,1154,1445,2281,2629,2061,4624,0,0
533.38170@8.959,13525,14242,14058,46010,45006,43701,26590,27011,25930,0,0,0
534.29290@7.520,17152,15858,14940,24335,24039,23012,20220,18565,18882,0,0,0
534.29370@7.446,16183,16314,16159,16249,15203,15866,16590,15794,15978,0,0,0
534.36230@7.702,14387,14259,14765,14017,14308,14550,14535,14090,14589,0,0,0
534.36260@7.780,23728,23626,23327,35039,35088,35993,29174,28072,28010,0,0,0
534.48670@9.905,446109,449353,447034,523859,522151,515689,487427,473675,480138,0,0,0
535.10620@5.032,8127,7390,7692,4481,4634,3986,7251,6858,6880,0,0,0
535.10720@4.724,29017,26820,27105,25038,24837,24429,28420,27869,27106,0,0,0
535.31090@5.707,13044,11730,12593,11769,11235,12377,13434,13074,13247,38830,0,0
535.32560@8.919,19192,16595,16296,13670,13528,11895,17046,16316,17208,0,0,0
535.33470@7.374,10985,10793,10891,13430,9139,9916,13644,10555,9358,10795,7976,10652
536.10240@0.741,7766,8883,9006,6555,6562,6704,8022,8271,8312,0,0,0
536.16380@11.798,327753,335135,334273,279936,291276,291698,361531,365877,368429,214927,155065,216575
536.16870@4.810,5483,5470,5906,6566,6770,6564,6582,6647,5831,367,256,154
536.26020@5.237,10421,12026,10137,7879,8260,8495,10946,10223,9598,0,0,0
536.31400@11.799,3649,6868,5791,6187,5447,3067,3788,6676,4902,9370,19838,5581
536.50180@9.998,28627,27902,28037,32795,31682,31316,30841,30315,30737,0,0,0
537.14790@10.091,7546,7860,10662,2074,2260,2873,6562,7725,8229,231,3997,3932
537.23230@10.194,5629,6182,5711,3802,4172,4147,5112,5152,5110,6802,0,0
537.24530@4.555,5773,5667,5902,3034,3109,2840,5565,4778,5188,30588,0,0
537.28320@9.468,6200,6574,6359,5264,5101,5305,5659,5994,5577,7246,0,0
537.30200@7.520,164837,162561,161581,184701,180760,182419,189081,172497,178117,0,0,0
537.30200@7.447,126983,131845,128691,112128,112283,111049,130456,132615,128723,0,0,0
537.39300@12.419,34774,37038,41355,54550,52137,57781,42971,39807,42675,42146,40549,20576
537.39350@12.170,299057,298818,293933,307655,296994,299526,308049,305016,308610,327390,432743,517365
537.39370@13.625,22068,25943,28892,20313,18927,21633,21951,24908,17989,18354,21976,24641
538.19120@3.120,234943,228889,226391,235632,240147,234618,254568,249781,243989,0,0,0
538.22700@4.530,41089,41334,38739,27784,28412,28406,39051,38134,37553,0,0,0
538.22710@4.775,20761,21024,20029,19464,18003,19581,22489,22259,22333,0,0,0
538.22720@4.671,51339,49438,47317,48808,48635,47246,54350,50417,47431,0,0,0
538.24090@6.699,1593,1790,1506,1078,1372,1552,1441,1389,1036,3812,0,0
539.22830@10.190,3364,3486,3279,2756,2414,2308,3199,3387,3191,4011,0,0
539.28700@10.646,33191,32994,32028,32323,32527,30365,32888,32836,30559,0,0,0
539.31740@7.703,22201,21229,20982,24051,24833,23425,25084,25272,23342,0,0,0
539.31750@7.778,56876,57910,56612,81558,82650,81338,71560,67460,70279,0,0,0
540.12940@3.430,3770,4091,4511,1431,1406,1406,3149,3190,3011,0,0,0
540.17470@4.670,15232,16054,15295,15782,15161,14506,15859,15750,15221,0,0,0
540.24270@4.367,43409,43113,41635,34680,34101,33463,44413,42668,43068,458,0,0
540.33090@8.571,21750,21586,21044,20693,21789,19771,21909,20749,22627,26197,24532,20079
540.47510@10.990,5200,5652,4782,5860,6167,6371,5679,4943,5414,0,0,0
540.53380@10.438,7888,7528,7089,5666,6167,6151,5419,5679,5550,3144,1335,712
541.11850@11.799,10012,9971,10048,8445,8926,8542,10693,11253,11662,6112,3884,6850
541.14020@0.690,29914,28294,32760,25663,29270,26629,28800,30009,29397,0,0,0
541.25380@7.307,21650,21826,21960,21822,20171,21546,23045,21162,22092,0,0,0
542.37240@12.168,2023,2089,2238,2014,2009,1948,3443,2706,2155,45911,47571,2664
542.39180@11.605,6391,6239,5433,3382,3476,3125,4807,4630,4846,12288,0,0
542.49240@11.239,4036,4395,3553,4813,5261,4635,4592,4380,3612,0,0,0
543.12780@5.679,31825,32264,32903,30389,29915,29591,33984,33709,33555,95180,0,0
543.13130@0.619,680509,727364,744374,572537,645284,639670,693969,663551,725447,0,0,0
543.18240@4.670,57108,57084,53645,52398,49179,51929,59261,58749,54599,0,0,0
543.34070@8.303,17825,17131,16794,15195,15020,15165,16444,16325,16857,19058,5411,6052
543.40340@10.622,30827,31071,29999,29182,28987,29508,31236,31157,30911,0,0,0
543.40610@8.915,8835,8764,8459,16990,15928,16985,11196,11035,10721,0,0,0
543.80340@7.251,6029,5959,6037,7084,6307,5777,6716,6343,6586,0,0,0
544.28980@7.717,7603,7914,7753,6527,6350,6067,7208,7117,7254,7047,0,0
545.19800@4.375,10447,10542,9744,8067,7469,6505,11148,11067,10874,0,0,0
545.24850@7.669,10903,10301,10269,19890,19791,18475,13843,14318,14950,0,0,0
545.25030@9.329,8158,7009,7589,4553,4906,4532,6907,6368,6877,20251,0,0
545.45440@12.200,3153,3553,3648,2826,3098,2989,3107,3122,3125,3632,0,0
546.90360@0.517,11581,12492,12550,14301,14753,15087,14793,14416,14793,0,0,0
547.12470@4.837,1678,1774,1585,2562,2698,2943,3022,2342,2338,0,0,0
547.14310@5.497,19967,16334,19128,17268,17600,17497,20352,19579,20253,0,0,0
547.30710@5.335,20528,19129,20063,5802,5719,5404,14686,14033,14487,0,0,0
547.33230@4.327,5128,4362,4401,2254,2486,2316,4226,3835,3933,8875,4103,3655
548.90200@0.517,4403,4896,4524,6312,6101,5538,5655,5567,5906,0,0,0
548.99060@0.533,62533,66616,66187,82963,87938,87545,78830,76507,81160,0,0,0
549.05450@4.614,8085,8038,8212,6980,6591,6647,9825,7859,8281,1047,0,0
549.07080@3.097,5806,5895,7038,4752,4857,5641,5470,5747,6805,0,0,0
549.07910@7.550,6378,6763,6928,7056,6611,6981,7190,7448,6284,11629,11142,8171
549.10640@4.594,3656,3960,4035,9399,9280,9162,7933,8119,6416,0,0,0
549.17010@4.420,69428,69367,69384,120449,122583,122292,102229,95932,93060,0,0,0
549.17040@4.626,9961,8908,8497,19357,18041,19191,15954,14230,13187,0,0,0
549.17050@4.506,27088,26840,25694,30125,30968,29547,31463,32095,30454,0,0,0
549.19130@5.214,5901,5153,5529,3082,2992,2104,5329,4291,4580,0,0,0
549.19570@0.906,9840,9688,9938,12962,12345,12439,11445,9929,11904,0,0,0
549.21250@0.604,27061,29842,29794,31025,34768,34672,30928,30402,33556,0,0,0
549.28840@7.251,13768,14476,13227,14137,14901,13098,15362,13639,14613,0,0,0
550.38060@11.604,8010,10074,9323,5915,5977,5564,7613,7330,7032,22202,0,0
550.41460@11.557,85136,82965,76506,79241,70714,73515,71600,75638,72075,369,0,0
550.98910@0.533,20572,21424,20708,26499,27937,28691,25435,24423,25570,0,0,0
551.10140@4.869,27668,30202,28542,5974,6285,7010,23324,20845,22020,0,0,0
551.10170@4.524,166024,167786,162438,61701,62027,62794,134571,127772,126414,0,0,0
551.10180@4.746,571782,571545,565883,150498,150395,150002,437586,428546,414285,0,0,0
551.17040@4.665,7201,7251,6646,4692,4881,4958,6445,7252,6814,0,0,0
551.21260@4.313,10095,9373,9717,3733,3718,3793,6993,6708,6982,0,0,0
551.31800@7.369,2324,1929,2626,2089,2321,2248,2422,2508,2948,2890,3741,2781
551.32010@5.322,6700,6836,7214,5452,5807,5499,7113,6857,7058,14043,0,0
551.32710@12.332,84550,87656,83792,69238,69013,70204,88582,84418,78157,83671,1137,2873
551.42230@11.311,37237,38737,36272,36267,32198,34825,36838,31944,32662,0,0,1942
551.42280@11.547,563543,566079,547146,595690,604092,578634,575334,570273,602067,0,0,1942
552.19090@0.955,41335,42205,44327,24769,27114,25126,36211,35304,35836,0,0,0
552.20780@4.647,5738,5408,5253,3389,2764,2809,5059,5366,4252,2500,0,0
553.27570@7.447,49604,48632,48940,40683,42008,40981,49403,48693,47608,0,0,0
553.27590@7.520,55971,55839,56770,63604,61667,62605,61587,59397,62300,0,0,0
553.36820@12.171,55079,51592,53509,55010,56220,54344,53745,53682,52984,86340,137004,83264
554.17410@10.092,68040,71127,93960,17207,21577,28499,56039,66790,79158,5069,32360,42967
554.27580@11.604,1140,913,882,462,603,393,213,1995,541,4289,0,0
555.10660@4.853,1536,1490,1534,5021,4175,4595,2609,2428,2724,0,0,0
555.16680@4.314,19977,19116,19326,3975,3646,4176,11552,12027,11252,0,0,0
555.29130@7.779,20196,19935,20056,28443,29204,28152,25497,24195,24429,0,0,0
555.36640@9.805,14850,15731,15026,12283,12456,12619,13876,14084,14766,14360,0,0
556.19930@9.434,20430,20645,20147,21626,20285,20296,21042,21386,21951,21900,18098,21920
556.23740@3.959,20378,18700,20603,16167,16138,15053,21697,20797,19950,0,0,0
556.23770@4.021,31317,31482,29849,26064,24444,24353,32017,30975,30103,0,0,0
556.23810@3.612,11847,13242,11972,13164,11923,11577,13670,13829,13018,0,0,0
557.09370@11.798,23798,24765,24476,19986,19437,21495,24761,27174,25789,16479,12910,17186
557.11800@0.821,31068,31166,32848,25723,10918,10470,31022,31447,26813,0,0,0
558.07240@9.651,92865,89777,99856,91550,93032,84190,103611,89458,90737,100818,65021,56521
558.07270@8.813,284057,282360,274865,247124,234569,234664,294755,380265,281445,809620,764701,613301
558.07270@9.828,136776,130613,132159,127235,122133,125214,141592,136492,140718,149206,106233,103247
558.07280@10.790,100072,97377,95986,95215,89133,89314,107382,105821,102040,109869,16544,100955
558.07310@9.437,154198,185689,168314,117043,147721,155661,144934,200778,140621,217255,177077,245690
558.21680@1.192,34384,34678,35232,36094,37698,36632,38222,37182,37445,0,0,0
558.22560@8.811,3807,3279,4394,2926,2428,1721,3242,4371,1195,10570,10039,7440
558.36710@11.603,1964,1872,2097,784,1005,1217,2495,1677,1716,63354,0,0
559.03720@7.247,29201,26896,19186,29006,17606,31261,31338,25129,27357,0,0,0
559.08070@11.798,24589,50764,47332,33280,39259,16909,39508,32676,31164,69817,36070,45656
559.15640@4.671,23197,22833,22613,21640,21582,20900,23805,22311,22534,0,0,0
559.16840@7.245,32729,31041,33421,32904,34597,34548,36671,35862,35035,0,0,0
559.17980@4.828,27382,27538,25068,17197,16493,17283,23873,24296,22555,0,0,0
559.22350@7.253,45565,67394,66396,58356,62132,37297,42844,55885,81338,0,0,0
559.25180@7.238,25099,29898,29777,25020,32235,26543,28058,32385,29851,0,0,0
559.28600@7.705,10185,8390,17311,29950,30118,14429,19410,11446,20772,0,0,0
559.36800@11.605,7408,8078,6491,4253,4590,4045,6714,6191,6184,41600,0,0
559.38150@7.244,23184,21125,22301,25178,26693,23268,25719,25176,23288,0,0,0
559.39810@7.701,27266,27884,28426,22965,23636,22908,26517,26263,24971,35174,0,0
559.40590@7.252,24901,27612,25005,25064,23741,27585,28157,30803,32497,0,0,0
559.43990@7.248,13564,20010,8311,29907,32322,28272,26270,32155,24833,0,0,0
559.48200@7.249,25115,24089,27379,26939,25384,24097,31301,28704,26881,0,0,0
560.06830@9.828,94291,88757,90942,85745,82342,80449,70636,93469,92611,100411,58455,61437
560.06860@8.812,200892,189906,188925,159424,162098,165849,200879,190361,197288,562612,547585,393288
560.06900@9.438,92574,102397,77073,66250,92219,103517,102047,118418,112035,163931,170594,133969
560.50680@7.248,6671,2416,4016,4205,2749,5626,5350,4788,6955,0,0,0
561.19300@3.959,18813,19063,20515,19864,20001,20528,22326,21812,21296,0,0,0
561.19340@4.020,24384,25496,24988,23755,22715,20487,26475,25396,26383,0,0,0
561.19360@3.611,13729,14119,12882,14647,14617,14356,15390,15169,15254,0,0,0
561.22490@9.328,10865,10443,10424,7644,7738,7498,9093,9590,9750,25586,0,0
561.27180@10.644,56268,56034,55311,55258,56671,56163,55729,54527,56084,168,107,0
561.41290@9.119,15042,14509,15289,21343,20350,20843,15563,17097,14701,0,0,0
563.00660@0.537,8425,9226,8729,8927,10165,9737,9419,9495,10176,0,0,0
563.10410@3.093,3947,3472,3377,3681,3882,3742,3738,4054,2863,0,0,0
563.13840@4.941,30147,29781,30520,21054,20883,20586,29261,27652,27467,0,0,0
563.24440@3.394,9137,9525,8676,12590,12351,13057,11905,11163,10472,0,0,0
563.28630@10.909,12851,13501,12837,10445,11555,11317,13346,12249,12277,0,0,0
564.35790@4.328,23980,23844,23886,12739,12000,13966,20096,19514,18453,46585,24060,18265
565.00390@0.536,2666,3014,2487,2843,3038,3340,3299,3227,3139,0,0,0
565.13280@3.016,2641,2493,2551,1845,2155,1950,2555,2319,2376,0,0,0
565.16490@5.216,4026,4070,4092,2270,2148,1966,4080,3271,3623,0,0,0
565.20570@5.927,2922,2923,3047,655,680,676,2115,1982,2077,0,0,0
565.40230@10.031,160124,255107,253148,160984,155387,160576,159462,165817,161636,0,0,160
566.27160@7.716,2179,2449,2237,1936,2104,1920,2409,1997,2183,2538,0,0
566.40960@11.795,12308,14861,14037,17923,17563,19452,17982,16860,19069,0,0,0
566.55090@10.464,2084,1653,1668,4102,4289,4212,2739,3136,2634,0,0,0
567.18920@2.448,13676,13101,13934,20778,21921,21815,17489,16982,18519,0,0,0
567.41720@10.569,26935,23181,24159,26990,16165,15271,26460,24457,24600,0,0,0
